OID_,id,subward,ward,district,Building Diversity,Population Density,Microclimate,UNIQUE,Heat Stress,Connectivity,Integration,Built Density
28,39,Kimamba,Makurumla,Ubungo,0.26764575,0.725225502,0.262450436,38,0.091214859,0.719459757,0.724298838,0.444813659
29,40,Mianzini,Makurumla,Ubungo,0.142367149,0.78313034,0.259397304,39,0.035414655,0.878833023,0.567702103,0.336238095
30,42,Kwajongo,Makurumla,Ubungo,0.219496785,0.927622536,0.239990937,41,0.002093551,0.873622217,0.648896477,0.372884617
31,43,Kilimahewa,Makurumla,Ubungo,0.179087013,0.954259086,0.225006609,42,0,0.831629262,0.597990586,0.404886726
32,45,Vigaeni,Ndugumbi,Kinondoni,0.240375302,0.580973283,0.172808177,44,0.180171543,0.671300949,0.713203246,0.438950316
33,46,Makanya,Ndugumbi,Kinondoni,0.232197166,0.763309066,0.199682791,45,0.086121088,0.735127401,0.750351118,0.420035477
34,47,Kwa Kopa,Mwananyamala,Kinondoni,0.321958244,0.430162854,0.277134549,46,0.260510077,0.660542954,0.614240951,0.37670733
35,48,Kagera Mikoroshini,Ndugumbi,Kinondoni,0.200229692,0.926837772,0.190642347,47,0.033190715,0.71577899,0.769413104,0.410911226
36,49,Mpakani,Ndugumbi,Kinondoni,0.202741359,0.987582513,0.099540048,48,0.011683092,0.864432291,0.702071678,0.410997905
37,50,Kwa Mkunduge,Tandale,Kinondoni,0.156562961,0.908318597,0.061115517,49,0.059805294,0.914322462,0.525537161,0.394108901
38,51,Kwa Tumbo,Tandale,Kinondoni,0.110390928,0.959315897,0.09814433,50,0.04026668,0.992044322,0.568610504,0.291148741
39,52,Bwawani,Mwananyamala,Kinondoni,0.48810113,0.294141415,0.270719887,51,0.3768403,0.491506056,0.705588365,0.560131074
40,53,Sokoni,Tandale,Kinondoni,0.212594986,0.978221454,0.144837431,52,0.021383697,1,0.565973711,0.397062489
41,54,Kwa Pakacha,Tandale,Kinondoni,0.117268571,1,0.080782448,53,0.028057251,0.894804728,0.578701534,0.334652317
42,56,Muhalitani,Tandale,Kinondoni,0.093365154,0.810639434,0.203647898,55,0.05489734,0.883015464,0.474995995,0.257327485
43,57,Kwa Mtogole,Tandale,Kinondoni,0.101526907,0.827501321,0.129341792,56,0.05325753,0.930884877,0.488888352,0.349977915
44,58,Msisiri 'A',Mwananyamala,Kinondoni,0.329684447,0.423955318,0.239690722,57,0.268079335,0.616181305,0.625680424,0.419496172
45,59,Mwinjuma,Mwananyamala,Kinondoni,0.283818297,0.544686596,0.241395718,58,0.276524723,0.658384298,0.700383881,0.471042789
46,60,Kambangwa,Mwananyamala,Kinondoni,0.259297719,0.572858442,0.279407877,59,0.205427866,0.674634528,0.621526658,0.462925369
47,61,Msisiri B,Mwananyamala,Kinondoni,0.197676423,0.61746985,0.253026698,60,0.200669286,0.63938499,0.561916856,0.411246384
48,63,Msolomi,Mwananyamala,Kinondoni,0.23678829,0.437557556,0.205339678,62,0.323708355,0.656949751,0.809670133,0.427322135
49,64,Masaki,Msasani,Kinondoni,0.397990387,0.067862418,0.671394585,63,0.942977,0.350768108,0.408600855,0.498530943
50,65,Idrissa,Mzimuni,Kinondoni,0.271596809,0.366765736,0.163996828,64,0.369598658,0.664511938,0.828385568,0.441268059
51,66,Oysterbay,Msasani,Kinondoni,0.396938159,0.099249413,0.425350251,65,0.842464806,0.352280435,0.608724677,0.574747467
52,67,Makangira,Msasani,Kinondoni,0.265415297,0.098590105,0.436075265,66,0.821965402,0.419336469,0.4711028,0.476152808
53,69,Bonde la Mpunga,Msasani,Kinondoni,0.432049543,0.064269384,0.487583857,68,0.827499891,0.448073854,0.566077361,0.564437313
54,70,Mikoroshini,Msasani,Kinondoni,0.335157461,0.139375647,0.291441469,69,0.650769275,0.622677959,0.693137187,0.495471277
55,71,Kinondoni Mjini,Kinondoni,Kinondoni,0.269450081,0.416978185,0.236193497,70,0.380886199,0.546159552,0.757362475,0.362028544
56,72,Kinondoni Shamba,Kinondoni,Kinondoni,0.264323792,0.323081114,0.20222046,71,0.476648793,0.337081826,0.240293582,0.290128789
57,73,Ada Estate,Kinondoni,Kinondoni,0.469113907,0.225717672,0.271419508,72,0.649920191,0.430079282,0.697539472,0.619368631
58,74,Kumbukumbu,Kinondoni,Kinondoni,0.247683825,0.224871379,0.186360032,73,0.524669023,0.534281391,0.724078724,0.480256162
59,75,Makumbusho,Mzimuni,Kinondoni,0.361497776,0.513811547,0.265757335,74,0.223753588,0.651265184,0.930828183,0.539487012
60,76,Mwinyimkuu,Mzimuni,Kinondoni,0.229986856,0.358668705,0.386941581,75,0.35758963,0.621568906,0.711890939,0.345279899
61,77,Mtambani,Mzimuni,Kinondoni,0.27930665,0.519162806,0.377200634,76,0.186207979,0.625817688,0.835147139,0.396522213
62,78,Mvuleni,Manzese,Ubungo,0.192319097,0.860786303,0.137774253,77,0.049518521,0.707126917,0.622006151,0.39153889
63,79,Kigogo Mkwajuni,Kigogo,Kinondoni,0.278314869,0.538894112,0.255108888,78,0.079352265,0.57606592,0.627237353,0.444199292
64,81,Kigogo Kati,Kigogo,Kinondoni,0.274617221,0.523590637,0.300960437,80,0.100689344,0.774828976,0.621856171,0.413142332
65,83,Mbuyuni,Kigogo,Kinondoni,0.271017085,0.471750617,0.385783289,82,0.19034544,0.583457288,0.722017226,0.424950587
66,84,Muungano,Manzese,Ubungo,0.227509811,1,0.144647105,83,0.032162507,0.757169309,0.540413727,0.42579204
67,85,Mabibo,Mabibo,Ubungo,0.389900192,0.364327946,0.381272946,84,0.132179545,0.363013494,0.597989625,0.48171583
68,86,Jitegemee,Mabibo,Ubungo,0.184235304,0.527711109,0.183078143,85,0.081979209,0.549174298,0.624279641,0.389139025
69,89,Kanuni,Mabibo,Ubungo,0.141865657,0.714871391,0.169349722,88,0.031244178,0.676187276,0.52550328,0.357357809
70,90,Azimio,Mabibo,Ubungo,0.287927045,0.627658907,0.177848269,89,0.053300468,0.60718896,0.492836863,0.46720297
71,91,Matokeo,Mabibo,Ubungo,0.182184341,0.659281945,0.306053397,90,0.060417244,0.607232297,0.565355625,0.410766856
72,92,Mwembeni,Manzese,Ubungo,0.274460366,0.699781408,0.112529738,91,0.03687238,0.629201068,0.796692013,0.400399415
73,93,Mabibo Farasi,Mabibo,Ubungo,0.365291644,0.530375364,0.293100714,92,0.092001475,0.439593502,0.691041518,0.496191961
74,94,Madizini,Manzese,Ubungo,0.16048643,0.937295335,0.093787999,93,0.009316394,0.751009991,0.642263535,0.404939848
75,95,Uzuri,Manzese,Ubungo,0.22311787,0.774542085,0.224900872,94,0.064697199,0.819825973,0.607633197,0.391183198
76,96,Chakula Bora,Manzese,Ubungo,0.199437344,0.668091707,0.204678826,95,0.081339656,0.708112623,0.573551006,0.37135153
77,97,Mnyamani,Mnyamani,Ilala,0.342097081,0.569487977,0.102458366,96,0.09476939,0.754749392,0.796488275,0.368122006
78,98,NHC,Ubungo,Ubungo,0.405045842,0.259447133,0.341416587,97,0.284002867,0.643692533,0.825761661,0.564727881
79,99,Maganga,Temeke,Temeke,0.106122733,0.292924538,0.086386466,98,0.094792263,0.648493869,0.801270237,0.276968751
80,100,Kisiwani,Ubungo,Ubungo,0.501522056,0.255441027,0.294851235,99,0.250022944,0.493466543,0.890534372,0.546486418
81,101,Ukwamani,Kawe,Kinondoni,0.332339594,0.071381452,0.756130612,100,0.953464726,0.412072283,0.624781059,0.252526698
82,102,Kibo,Ubungo,Ubungo,0.298767824,0.175353147,0.576279848,101,0.634427146,0.476081846,0.683330435,0.511642352
83,111,Mission Quarter,Mchikichini,Ilala,0.445765855,0.4975653,0.203965107,110,0.417130842,0.656328811,0.903174863,0.792462841
84,113,Malapa,Buguruni,Ilala,0.250552831,0.482019093,0.138665458,112,0.105228155,0.671774996,0.668873013,0.415725557
85,114,Mzimuni,Kawe,Kinondoni,0.374473374,0.074364447,0.513923921,113,0.94143863,0.541410532,0.470571174,0.415606066
86,115,Kisiwani,Mburahati,Ubungo,0.129552657,0.681312092,0.292149088,114,0.062528142,0.81335365,0.477444059,0.472940603
87,116,Mbezi Beach 'A',Kawe,Kinondoni,0.301903189,0.100118633,0.591691935,115,0.88926646,0.501813685,0.470145635,0.497590548
88,121,Mchangani,Makumbusho,Kinondoni,0.218924522,0.750842917,0.147581285,120,0.14564265,0.796708288,0.485880686,0.345409944
89,124,Madenge,Buguruni,Ilala,0.382538306,0.491866467,0.143854084,123,0.085101119,0.683309835,0.758158042,0.458669768
90,134,Ukombozi,Jangwani,Ilala,0.744507537,0.371768228,0.103727201,133,0.581750464,0.70737234,0.970525144,0.871545589
91,135,Makoka,Makuburi,Ubungo,0.305821693,0.092201654,0.759887535,134,0.687412746,0.502327991,0.277088551,0.495886413
92,136,Kajima,Makuburi,Ubungo,0.35706289,0.168070572,0.66852925,135,0.646659885,0.351523484,0.318633906,0.479163749
93,137,Kibangu,Makuburi,Ubungo,0.376274116,0.224169641,0.544733617,136,0.509297186,0.346719554,0.508083471,0.451043639
94,138,Makuburi,Makuburi,Ubungo,0.308940365,0.138265433,0.816781637,137,0.60579614,0.286936781,0.388585537,0.064392782
95,139,Sinza 'B',Sinza,Ubungo,0.255905819,0.342459269,0.270442959,138,0.231636785,0.699936986,0.624451997,0.453063297
96,140,Mwongozo,Makuburi,Ubungo,0.26391107,0.293429897,0.434476606,139,0.29477272,0.124490883,0.791549972,0.449638627
97,141,Kijitonyama,Kijitonyama,Kinondoni,0.275003191,0.314541694,0.298377911,140,0.272336614,0.587212485,0.597877535,0.477943487
98,142,NHC,Mburahati,Ubungo,0.176621427,0.717486413,0.249294211,141,0.034433787,0.886940257,0.494343618,0.443802338
99,143,Bwawani,Kijitonyama,Kinondoni,0.245219851,0.336953231,0.142680412,142,0.258018923,0.562869566,0.555355716,0.424679075
100,144,Barafu,Mburahati,Ubungo,0.220157517,0.65119656,0.438946163,143,0.074402238,0.835602156,0.541737149,0.404275355
101,145,Mtongani,Azimio,Temeke,0.14716861,0.662435777,0.120777161,144,0.212628049,0.420737456,0.733339938,0.315098644
102,146,Mbuyuni,Makumbusho,Kinondoni,0.152635073,0.825479895,0.362648692,145,0.105073922,0.773110975,0.439344985,0.309192563
103,147,Makumbusho,Makumbusho,Kinondoni,0.235574517,0.49625157,0.246330073,146,0.230664284,0.658495542,0.546394026,0.51600045
104,148,Minazini,Makumbusho,Kinondoni,0.166842461,0.749344059,0.189532117,147,0.11942039,0.724747806,0.532931547,0.427485861
105,149,Kisiwani,Makumbusho,Kinondoni,0.126225973,0.798670554,0.147924927,148,0.10086608,0.867962104,0.411150032,0.319948516
106,150,Mikocheni 'B',Mikocheni,Kinondoni,0.405754933,0.088473557,0.380658411,149,0.735832698,0.431644246,0.602529865,0.541409877
107,151,Sinza 'C',Sinza,Ubungo,0.311379923,0.150928822,0.430586226,150,0.471845537,0.599909961,0.747294312,0.38420077
108,152,Sinza 'A',Sinza,Ubungo,0.205306996,0.211390207,0.284959027,151,0.414562535,0.655494148,0.726948081,0.43780513
109,153,Sinza 'E',Sinza,Ubungo,0.190649976,0.48585315,0.296526566,152,0.141538543,0.695773134,0.581797075,0.389539995
110,154,Sinza 'D',Sinza,Ubungo,0.404767254,0.413437281,0.282985285,153,0.139089175,0.716228356,0.597056767,0.4428901
111,155,Mwenge,Kijitonyama,Kinondoni,0.256997257,0.232378913,0.219450652,154,0.41317655,0.565910215,0.698268552,0.48656675
112,156,Mpakani 'A',Kijitonyama,Kinondoni,0.292900155,0.238031308,0.254496431,155,0.314601484,0.62546698,0.629756734,0.519307089
113,157,TPDC,Mikocheni,Kinondoni,0.348817418,0.091400421,0.464505683,156,0.602343237,0.302597476,0.531149349,0.522972793
114,158,Alimaua 'A',Kijitonyama,Kinondoni,0.1703235,0.72685971,0.365900079,157,0.109550692,0.619954837,0.490462915,0.388430737
